generated_utc,evaluation_key,scope,scope_value,scenario_id,previous_status,current_status,previous_eligible,current_eligible,sample_eligible,average_delta_r,median_delta_r,bootstrap_ci_low_delta_r,improved_pct,evidence_score,decision_summary
2026-07-19T19:23:34+00:00,ALL|ALL|block3-v1-r-matrix|ATR15_R100,ALL,ALL,ATR15_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ALL|ALL|block3-v1-r-matrix|ATR20_R100,ALL,ALL,ATR20_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ALL|ALL|block3-v1-r-matrix|ATR30_R100,ALL,ALL,ATR30_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ALL|ALL|block3-v1-r-matrix|BE_R050,ALL,ALL,BE_R050,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ALL|ALL|block3-v1-r-matrix|BE_R100,ALL,ALL,BE_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ALL|ALL|block3-v1-r-matrix|GB20_R050,ALL,ALL,GB20_R050,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ALL|ALL|block3-v1-r-matrix|GB20_R100,ALL,ALL,GB20_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ALL|ALL|block3-v1-r-matrix|GB30_R050,ALL,ALL,GB30_R050,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ALL|ALL|block3-v1-r-matrix|GB30_R100,ALL,ALL,GB30_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ALL|ALL|block3-v1-r-matrix|GB40_R050,ALL,ALL,GB40_R050,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ALL|ALL|block3-v1-r-matrix|GB40_R100,ALL,ALL,GB40_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ALL|ALL|block3-v1-r-matrix|GB50_R050,ALL,ALL,GB50_R050,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ALL|ALL|block3-v1-r-matrix|GB50_R100,ALL,ALL,GB50_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ALL|ALL|block3-v1-r-matrix|TIME_12H,ALL,ALL,TIME_12H,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ALL|ALL|block3-v1-r-matrix|TIME_24H,ALL,ALL,TIME_24H,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ALL|ALL|block3-v1-r-matrix|TIME_6H,ALL,ALL,TIME_6H,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ALL|ALL|block3-v1-r-matrix|TP_R050,ALL,ALL,TP_R050,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ALL|ALL|block3-v1-r-matrix|TP_R100,ALL,ALL,TP_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ALL|ALL|block3-v1-r-matrix|TP_R150,ALL,ALL,TP_R150,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ALL|ALL|block3-v1-r-matrix|TP_R200,ALL,ALL,TP_R200,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ASSET|PEPE|block3-v1-r-matrix|ATR15_R100,ASSET,PEPE,ATR15_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ASSET|PEPE|block3-v1-r-matrix|ATR20_R100,ASSET,PEPE,ATR20_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ASSET|PEPE|block3-v1-r-matrix|ATR30_R100,ASSET,PEPE,ATR30_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ASSET|PEPE|block3-v1-r-matrix|BE_R050,ASSET,PEPE,BE_R050,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ASSET|PEPE|block3-v1-r-matrix|BE_R100,ASSET,PEPE,BE_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ASSET|PEPE|block3-v1-r-matrix|GB20_R050,ASSET,PEPE,GB20_R050,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ASSET|PEPE|block3-v1-r-matrix|GB20_R100,ASSET,PEPE,GB20_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ASSET|PEPE|block3-v1-r-matrix|GB30_R050,ASSET,PEPE,GB30_R050,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ASSET|PEPE|block3-v1-r-matrix|GB30_R100,ASSET,PEPE,GB30_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ASSET|PEPE|block3-v1-r-matrix|GB40_R050,ASSET,PEPE,GB40_R050,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ASSET|PEPE|block3-v1-r-matrix|GB40_R100,ASSET,PEPE,GB40_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ASSET|PEPE|block3-v1-r-matrix|GB50_R050,ASSET,PEPE,GB50_R050,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ASSET|PEPE|block3-v1-r-matrix|GB50_R100,ASSET,PEPE,GB50_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ASSET|PEPE|block3-v1-r-matrix|TIME_12H,ASSET,PEPE,TIME_12H,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ASSET|PEPE|block3-v1-r-matrix|TIME_24H,ASSET,PEPE,TIME_24H,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ASSET|PEPE|block3-v1-r-matrix|TIME_6H,ASSET,PEPE,TIME_6H,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ASSET|PEPE|block3-v1-r-matrix|TP_R050,ASSET,PEPE,TP_R050,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ASSET|PEPE|block3-v1-r-matrix|TP_R100,ASSET,PEPE,TP_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ASSET|PEPE|block3-v1-r-matrix|TP_R150,ASSET,PEPE,TP_R150,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,ASSET|PEPE|block3-v1-r-matrix|TP_R200,ASSET,PEPE,TP_R200,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST|block3-v1-r-matrix|ATR15_R100,PORTFOLIO,SHADOW_1H_FAST,ATR15_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST|block3-v1-r-matrix|ATR20_R100,PORTFOLIO,SHADOW_1H_FAST,ATR20_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST|block3-v1-r-matrix|ATR30_R100,PORTFOLIO,SHADOW_1H_FAST,ATR30_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST|block3-v1-r-matrix|BE_R050,PORTFOLIO,SHADOW_1H_FAST,BE_R050,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST|block3-v1-r-matrix|BE_R100,PORTFOLIO,SHADOW_1H_FAST,BE_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST|block3-v1-r-matrix|GB20_R050,PORTFOLIO,SHADOW_1H_FAST,GB20_R050,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST|block3-v1-r-matrix|GB20_R100,PORTFOLIO,SHADOW_1H_FAST,GB20_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST|block3-v1-r-matrix|GB30_R050,PORTFOLIO,SHADOW_1H_FAST,GB30_R050,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST|block3-v1-r-matrix|GB30_R100,PORTFOLIO,SHADOW_1H_FAST,GB30_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST|block3-v1-r-matrix|GB40_R050,PORTFOLIO,SHADOW_1H_FAST,GB40_R050,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST|block3-v1-r-matrix|GB40_R100,PORTFOLIO,SHADOW_1H_FAST,GB40_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST|block3-v1-r-matrix|GB50_R050,PORTFOLIO,SHADOW_1H_FAST,GB50_R050,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST|block3-v1-r-matrix|GB50_R100,PORTFOLIO,SHADOW_1H_FAST,GB50_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST|block3-v1-r-matrix|TIME_12H,PORTFOLIO,SHADOW_1H_FAST,TIME_12H,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST|block3-v1-r-matrix|TIME_24H,PORTFOLIO,SHADOW_1H_FAST,TIME_24H,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST|block3-v1-r-matrix|TIME_6H,PORTFOLIO,SHADOW_1H_FAST,TIME_6H,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST|block3-v1-r-matrix|TP_R050,PORTFOLIO,SHADOW_1H_FAST,TP_R050,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST|block3-v1-r-matrix|TP_R100,PORTFOLIO,SHADOW_1H_FAST,TP_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST|block3-v1-r-matrix|TP_R150,PORTFOLIO,SHADOW_1H_FAST,TP_R150,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST|block3-v1-r-matrix|TP_R200,PORTFOLIO,SHADOW_1H_FAST,TP_R200,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST_V3|block3-v1-r-matrix|ATR15_R100,PORTFOLIO,SHADOW_1H_FAST_V3,ATR15_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST_V3|block3-v1-r-matrix|ATR20_R100,PORTFOLIO,SHADOW_1H_FAST_V3,ATR20_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST_V3|block3-v1-r-matrix|ATR30_R100,PORTFOLIO,SHADOW_1H_FAST_V3,ATR30_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST_V3|block3-v1-r-matrix|BE_R050,PORTFOLIO,SHADOW_1H_FAST_V3,BE_R050,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST_V3|block3-v1-r-matrix|BE_R100,PORTFOLIO,SHADOW_1H_FAST_V3,BE_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST_V3|block3-v1-r-matrix|GB20_R050,PORTFOLIO,SHADOW_1H_FAST_V3,GB20_R050,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST_V3|block3-v1-r-matrix|GB20_R100,PORTFOLIO,SHADOW_1H_FAST_V3,GB20_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST_V3|block3-v1-r-matrix|GB30_R050,PORTFOLIO,SHADOW_1H_FAST_V3,GB30_R050,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST_V3|block3-v1-r-matrix|GB30_R100,PORTFOLIO,SHADOW_1H_FAST_V3,GB30_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST_V3|block3-v1-r-matrix|GB40_R050,PORTFOLIO,SHADOW_1H_FAST_V3,GB40_R050,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST_V3|block3-v1-r-matrix|GB40_R100,PORTFOLIO,SHADOW_1H_FAST_V3,GB40_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST_V3|block3-v1-r-matrix|GB50_R050,PORTFOLIO,SHADOW_1H_FAST_V3,GB50_R050,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST_V3|block3-v1-r-matrix|GB50_R100,PORTFOLIO,SHADOW_1H_FAST_V3,GB50_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST_V3|block3-v1-r-matrix|TIME_12H,PORTFOLIO,SHADOW_1H_FAST_V3,TIME_12H,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST_V3|block3-v1-r-matrix|TIME_24H,PORTFOLIO,SHADOW_1H_FAST_V3,TIME_24H,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST_V3|block3-v1-r-matrix|TIME_6H,PORTFOLIO,SHADOW_1H_FAST_V3,TIME_6H,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST_V3|block3-v1-r-matrix|TP_R050,PORTFOLIO,SHADOW_1H_FAST_V3,TP_R050,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST_V3|block3-v1-r-matrix|TP_R100,PORTFOLIO,SHADOW_1H_FAST_V3,TP_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST_V3|block3-v1-r-matrix|TP_R150,PORTFOLIO,SHADOW_1H_FAST_V3,TP_R150,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,PORTFOLIO|SHADOW_1H_FAST_V3|block3-v1-r-matrix|TP_R200,PORTFOLIO,SHADOW_1H_FAST_V3,TP_R200,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,STRATEGY|momentum_breakout|block3-v1-r-matrix|ATR15_R100,STRATEGY,momentum_breakout,ATR15_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,STRATEGY|momentum_breakout|block3-v1-r-matrix|ATR20_R100,STRATEGY,momentum_breakout,ATR20_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,STRATEGY|momentum_breakout|block3-v1-r-matrix|ATR30_R100,STRATEGY,momentum_breakout,ATR30_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,STRATEGY|momentum_breakout|block3-v1-r-matrix|BE_R050,STRATEGY,momentum_breakout,BE_R050,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,STRATEGY|momentum_breakout|block3-v1-r-matrix|BE_R100,STRATEGY,momentum_breakout,BE_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,STRATEGY|momentum_breakout|block3-v1-r-matrix|GB20_R050,STRATEGY,momentum_breakout,GB20_R050,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,STRATEGY|momentum_breakout|block3-v1-r-matrix|GB20_R100,STRATEGY,momentum_breakout,GB20_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,STRATEGY|momentum_breakout|block3-v1-r-matrix|GB30_R050,STRATEGY,momentum_breakout,GB30_R050,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,STRATEGY|momentum_breakout|block3-v1-r-matrix|GB30_R100,STRATEGY,momentum_breakout,GB30_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,STRATEGY|momentum_breakout|block3-v1-r-matrix|GB40_R050,STRATEGY,momentum_breakout,GB40_R050,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,STRATEGY|momentum_breakout|block3-v1-r-matrix|GB40_R100,STRATEGY,momentum_breakout,GB40_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,STRATEGY|momentum_breakout|block3-v1-r-matrix|GB50_R050,STRATEGY,momentum_breakout,GB50_R050,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,STRATEGY|momentum_breakout|block3-v1-r-matrix|GB50_R100,STRATEGY,momentum_breakout,GB50_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,STRATEGY|momentum_breakout|block3-v1-r-matrix|TIME_12H,STRATEGY,momentum_breakout,TIME_12H,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,STRATEGY|momentum_breakout|block3-v1-r-matrix|TIME_24H,STRATEGY,momentum_breakout,TIME_24H,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,STRATEGY|momentum_breakout|block3-v1-r-matrix|TIME_6H,STRATEGY,momentum_breakout,TIME_6H,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,STRATEGY|momentum_breakout|block3-v1-r-matrix|TP_R050,STRATEGY,momentum_breakout,TP_R050,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,STRATEGY|momentum_breakout|block3-v1-r-matrix|TP_R100,STRATEGY,momentum_breakout,TP_R100,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,STRATEGY|momentum_breakout|block3-v1-r-matrix|TP_R150,STRATEGY,momentum_breakout,TP_R150,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
2026-07-19T19:23:34+00:00,STRATEGY|momentum_breakout|block3-v1-r-matrix|TP_R200,STRATEGY,momentum_breakout,TP_R200,,INSUFFICIENT_DATA,False,False,0,0.0,0.0,0.0,0.0,25.0,0/30 campioni completi richiesti per il primo segnale.
